District Code,DistrictName,School Code,SchoolName,grade span (Oct16),Highest Grade (Oct16),School Category in 2016-17,Students - 10/1/2016,Students In Poverty,Poverty - 10/1/2016,Eligibility as Challenging School for School Year 2017-18
31332,Granite Falls,5171,Crossroads High School,9-12,12,High,148,89,60.14%,Challenging School
31332,Granite Falls,2580,Granite Falls High School,9-12,12,High,568,184,32.39%,Not eligible - Poverty below threshold
31332,Granite Falls,4113,Granite Falls Middle School,6-8,8,Middle,399,188,47.12%,Not eligible - Poverty below threshold
31332,Granite Falls,5349,Granite Falls Open Doors,10-12,12,High,79,61,77.22%,Challenging School
31332,Granite Falls,4479,Monte Cristo Elementary,K-6,6,Elementary,430,215,50.00%,Not eligible - Poverty below threshold
31332,Granite Falls,4330,Mountain Way Elementary,PK-5,5,Elementary,436,217,49.77%,Not eligible - Poverty below threshold
23054,Grapeview,2145,Grapeview Elementary & Middle School,K-8,8,Middle,221,104,47.06%,Not eligible - Poverty below threshold
32312,Great Northern,2097,Great Northern Elementary,K-6,6,Elementary,48,11,22.92%,Not eligible - Poverty below threshold
27904,Green Dot,5378,Green Dot Destiny Middle School,6-7,7,Middle,269,211,78.44%,Challenging School
6103,Green Mountain,2484,Green Mountain School,K-8,8,Middle,154,62,40.26%,Not eligible - Poverty below threshold
34324,Griffin,2406,Griffin School,PK-8,8,Middle,646,117,18.11%,Not eligible - Poverty below threshold
22204,Harrington,2743,Harrington Elementary School,K-6,6,Elementary,68,17,25.00%,Not eligible - Poverty below threshold
22204,Harrington,3113,Harrington High School,7-12,12,High,44,8,18.18%,Not eligible - Poverty below threshold
39203,Highland,4559,Highland High School,9-12,12,High,345,265,76.81%,Challenging School
39203,Highland,2718,Highland Junior High School,7-8,8,Middle,181,156,86.19%,Challenging School
39203,Highland,3072,Marcus Whitman-Cowiche Elementary,PK-3,3,Elementary,361,288,79.78%,Challenging School
39203,Highland,3073,Tieton Intermediate School,4-6,6,Elementary,280,230,82.14%,Challenging School
17401,Highline,5063,Academy of Citizenship and Empowerment,9-12,12,High,470,387,82.34%,Challenging School
17401,Highline,5102,Arts & Academics Academy,9-12,12,High,312,262,83.97%,Challenging School
17401,Highline,2765,Beverly Park Elem at Glendale,K-6,6,Elementary,431,356,82.60%,Challenging School
17401,Highline,5028,Big Picture School,7-12,12,High,191,118,61.78%,Challenging School
17401,Highline,2982,Bow Lake Elementary,PK-6,6,Elementary,728,600,82.42%,Challenging School
17401,Highline,3163,Cascade Middle School,7-8,8,Middle,541,471,87.06%,Challenging School
17401,Highline,2926,Cedarhurst Elementary,K-6,6,Elementary,635,479,75.43%,Challenging School
17401,Highline,3098,Chinook Middle School,7-8,8,Middle,560,438,78.21%,Challenging School
17401,Highline,1539,CHOICE Academy,7-12,12,High,146,54,36.99%,Not eligible - Poverty below threshold
17401,Highline,2418,Des Moines Elementary,K-6,6,Elementary,379,207,54.62%,Not eligible - Poverty below threshold
17401,Highline,5064,Global Connections High School,9-12,12,High,518,405,78.19%,Challenging School
17401,Highline,2844,Gregory Heights Elementary,PK-6,6,Elementary,699,397,56.80%,Not eligible - Poverty below threshold
17401,Highline,2699,Hazel Valley Elementary,K-6,6,Elementary,696,574,82.47%,Challenging School
17401,Highline,5101,Health Sciences & Human Services,9-12,12,High,398,317,79.65%,Challenging School
17401,Highline,2325,Highline High School,9-12,12,High,"1,293",877,67.83%,Challenging School
17401,Highline,5371,Highline Home School Center,11-12,12,High,21,3,14.29%,Not eligible - Poverty below threshold
17401,Highline,3165,Hilltop Elementary,K-6,6,Elementary,613,504,82.22%,Challenging School
17401,Highline,3278,Madrona Elementary,K-6,6,Elementary,694,599,86.31%,Challenging School
17401,Highline,3097,Marvista Elementary,K-6,6,Elementary,634,248,39.12%,Not eligible - Poverty below threshold
17401,Highline,2734,McMicken Heights Elementary,K-6,6,Elementary,555,428,77.12%,Challenging School
17401,Highline,2984,Midway Elementary,K-6,6,Elementary,715,554,77.48%,Challenging School
17401,Highline,3279,Mount Rainier High School,9-12,12,High,"1,665",877,52.67%,Challenging School
17401,Highline,2144,Mount View Elementary,PK-6,6,Elementary,674,509,75.52%,Challenging School
17401,Highline,1972,New Start,9-12,12,High,86,66,76.74%,Challenging School
17401,Highline,2983,North Hill Elementary,K-6,6,Elementary,598,279,46.66%,Not eligible - Poverty below threshold
17401,Highline,3333,Pacific Middle School,7-8,8,Middle,603,382,63.35%,Challenging School
17401,Highline,3335,Parkside Elementary,K-6,6,Elementary,636,427,67.14%,Not eligible - Poverty below threshold
17401,Highline,5172,Puget Sound High School,11-12,12,High,101,80,79.21%,Challenging School
17401,Highline,3553,Raisbeck Aviation High School,9-12,12,High,410,59,14.39%,Not eligible - Poverty below threshold
17401,Highline,3382,Seahurst Elementary School,K-6,6,Elementary,558,459,82.26%,Challenging School
17401,Highline,2842,Shorewood Elementary,K-6,6,Elementary,599,332,55.43%,Not eligible - Poverty below threshold
17401,Highline,3032,Southern Heights Elementary,K-6,6,Elementary,303,247,81.52%,Challenging School
17401,Highline,2927,Sylvester Middle School,7-8,8,Middle,703,515,73.26%,Challenging School
17401,Highline,5103,Technology - Engineering & Communications (5/4/17),9-12,12,High,313,233,74.44%,Challenging School
17401,Highline,5370,The Learning Center,9-12,12,High,358,121,33.80%,Not eligible - Poverty below threshold
17401,Highline,5119,Valley View Early Childhood Center,PK-PK,PK,Elementary,254,130,51.18%,Not eligible - Poverty below threshold
17401,Highline,2639,White Center Heights Elementary,PK-6,6,Elementary,626,496,79.23%,Challenging School
6098,Hockinson,5311,Hockinson Heights Elementary School,PK-5,5,Elementary,791,174,22.00%,Not eligible - Poverty below threshold
6098,Hockinson,4568,Hockinson High School,9-12,12,High,663,111,16.74%,Not eligible - Poverty below threshold
6098,Hockinson,3319,Hockinson Middle School,6-8,8,Middle,423,82,19.39%,Not eligible - Poverty below threshold
23404,Hood Canal,2310,Hood Canal Elem & Junior High,PK-8,8,Middle,326,270,82.82%,Challenging School
14028,Hoquiam,2972,Central Elementary School,4-5,5,Elementary,240,121,50.42%,Not eligible - Poverty below threshold
14028,Hoquiam,2268,Emerson Elementary,K-1,1,Elementary,240,137,57.08%,Not eligible - Poverty below threshold
14028,Hoquiam,3622,Hoquiam High School,9-12,12,High,494,291,58.91%,Challenging School
14028,Hoquiam,5191,Hoquiam Homelink School,3-12,12,High,78,56,71.79%,Challenging School
14028,Hoquiam,2391,Hoquiam Middle School,6-8,8,Middle,371,223,60.11%,Challenging School
14028,Hoquiam,3621,Lincoln Elementary,"PK,2-3",3,Elementary,234,150,64.10%,Not eligible - Poverty below threshold
10070,Inchelium,4215,Inchelium Elementary School,PK-5,5,Elementary,109,89,81.65%,Challenging School
10070,Inchelium,2603,Inchelium High School,9-12,12,High,64,51,79.69%,Challenging School
10070,Inchelium,4214,Inchelium Middle School,6-8,8,Middle,50,37,74.00%,Challenging School
31063,Index,2948,Index Elementary School,PK-8,8,Middle,36,11,30.56%,Not eligible - Poverty below threshold
17411,Issaquah,3746,Apollo Elementary,K-5,5,Elementary,669,108,16.14%,Not eligible - Poverty below threshold
17411,Issaquah,4460,Beaver Lake Middle School,6-8,8,Middle,836,36,4.31%,Not eligible - Poverty below threshold
17411,Issaquah,3440,Briarwood Elementary,PK-5,5,Elementary,682,82,12.02%,Not eligible - Poverty below threshold
17411,Issaquah,4565,Cascade Ridge Elementary,K-5,5,Elementary,544,3,0.55%,Not eligible - Poverty below threshold
17411,Issaquah,4300,Challenger Elementary,K-5,5,Elementary,576,29,5.03%,Not eligible - Poverty below threshold
17411,Issaquah,2738,Clark Elementary,K-5,5,Elementary,756,135,17.86%,Not eligible - Poverty below threshold
17411,Issaquah,4375,Cougar Ridge Elementary,K-5,5,Elementary,577,9,1.56%,Not eligible - Poverty below threshold
17411,Issaquah,5201,Creekside Elementary,K-5,5,Elementary,718,12,1.67%,Not eligible - Poverty below threshold
17411,Issaquah,4376,Discovery Elementary,PK-5,5,Elementary,587,6,1.02%,Not eligible - Poverty below threshold
17411,Issaquah,3569,Echo Glen School,7-12,12,High,138,115,83.33%,Challenging School2
17411,Issaquah,4493,Endeavour Elementary School,K-5,5,Elementary,672,50,7.44%,Not eligible - Poverty below threshold
17411,Issaquah,5437,Gibson Ek High School,9-12,12,High,114,11,9.65%,Not eligible - Poverty below threshold
17411,Issaquah,5056,Grand Ridge Elementary,1-5,5,Elementary,771,32,4.15%,Not eligible - Poverty below threshold
17411,Issaquah,3385,Issaquah High School,9-12,12,High,"2,329",200,8.59%,Not eligible - Poverty below threshold
17411,Issaquah,3038,Issaquah Middle School,6-8,8,Middle,933,137,14.68%,Not eligible - Poverty below threshold
17411,Issaquah,1624,Issaquah Special Services,PK-12,12,High,104,1,0.96%,Not eligible - Poverty below threshold
17411,Issaquah,3673,Issaquah Valley Elementary,PK-5,5,Elementary,639,122,19.09%,Not eligible - Poverty below threshold
17411,Issaquah,3962,Liberty Sr High School,9-12,12,High,"1,296",145,11.19%,Not eligible - Poverty below threshold
17411,Issaquah,3637,Maple Hills Elementary,K-5,5,Elementary,422,42,9.95%,Not eligible - Poverty below threshold
17411,Issaquah,3636,Maywood Middle School,6-8,8,Middle,"1,138",161,14.15%,Not eligible - Poverty below threshold
17411,Issaquah,4592,Newcastle Elementary School,K-5,5,Elementary,621,26,4.19%,Not eligible - Poverty below threshold
17411,Issaquah,5200,Pacific Cascade Middle School,6-8,8,Middle,996,54,5.42%,Not eligible - Poverty below threshold
17411,Issaquah,3879,Pine Lake Middle School,6-8,8,Middle,938,40,4.26%,Not eligible - Poverty below threshold
17411,Issaquah,4495,Skyline High School,9-12,12,High,"2,203",78,3.54%,Not eligible - Poverty below threshold
17411,Issaquah,3386,Sunny Hills Elementary,K-5,5,Elementary,639,28,4.38%,Not eligible - Poverty below threshold
17411,Issaquah,3228,Sunset Elementary,PK-5,5,Elementary,636,47,7.39%,Not eligible - Poverty below threshold
11056,Kahlotus,3214,Kahlotus Elem & High,PK-12,12,High,51,28,54.90%,Challenging School
8402,Kalama,2915,Kalama Elem School,PK-5,5,Elementary,457,171,37.42%,Not eligible - Poverty below threshold
8402,Kalama,2561,Kalama Jr Sr High,6-12,12,High,513,173,33.72%,Not eligible - Poverty below threshold
10003,Keller,2602,Keller Elementary School,K-6,6,Elementary,28,18,64.29%,Not eligible - Poverty below threshold
8458,Kelso,3323,Barnes Elementary,K-5,5,Elementary,360,292,81.11%,Challenging School
8458,Kelso,3578,Beacon Hill Elementary,K-5,5,Elementary,504,276,54.76%,Not eligible - Poverty below threshold
8458,Kelso,3082,Butler Acres Elementary,K-5,5,Elementary,394,211,53.55%,Not eligible - Poverty below threshold
8458,Kelso,2913,Carrolls Elementary,K-5,5,Elementary,146,53,36.30%,Not eligible - Poverty below threshold
8458,Kelso,2691,Catlin Elementary,PK-5,5,Elementary,311,237,76.21%,Challenging School
8458,Kelso,3322,Coweeman Middle School,6-8,8,Middle,582,323,55.50%,Not eligible - Poverty below threshold
8458,Kelso,2916,Huntington Middle School,6-8,8,Middle,562,335,59.61%,Not eligible - Poverty below threshold
8458,Kelso,2266,Kelso High School,9-12,12,High,"1,552",772,49.74%,Not eligible - Poverty below threshold
8458,Kelso,5194,Kelso Virtual Academy,8-12,12,High,36,21,58.33%,Challenging School
8458,Kelso,1934,Loowit High School,9-12,12,High,27,23,85.19%,Not eligible - Less than 30 students
8458,Kelso,2596,Rose Valley Elementary,K-5,5,Elementary,129,38,29.46%,Not eligible - Poverty below threshold
8458,Kelso,5076,Special Education,PK-12,12,High,18,10,55.56%,Not eligible - Less than 30 students
8458,Kelso,2624,Wallace Elementary,K-5,5,Elementary,376,320,85.11%,Challenging School
3017,Kennewick,4418,Amistad Elementary School,K-5,5,Elementary,498,475,95.38%,Challenging School
3017,Kennewick,4007,Benton/Franklin Juvenile Justice Center,6-12,12,High,30,25,83.33%,Challenging School2
3017,Kennewick,4072,Canyon View Elementary School,K-5,5,Elementary,550,384,69.82%,Not eligible - Poverty below threshold
3017,Kennewick,4202,Cascade Elementary School,K-5,5,Elementary,595,258,43.36%,Not eligible - Poverty below threshold
3017,Kennewick,5439,Chinook Middle School,6-8,8,Middle,793,384,48.42%,Not eligible - Poverty below threshold
3017,Kennewick,5220,Cottonwood Elementary,K-5,5,Elementary,711,99,13.92%,Not eligible - Poverty below threshold
3017,Kennewick,4028,Desert Hills Middle School,6-8,8,Middle,820,188,22.93%,Not eligible - Poverty below threshold
3017,Kennewick,2824,Eastgate Elementary School,K-5,5,Elementary,577,529,91.68%,Challenging School
3017,Kennewick,3315,Edison Elementary School - Kennewick,K-5,5,Elementary,595,437,73.45%,Challenging School
3017,Kennewick,3077,Hawthorne Elementary School - Kennewick,K-5,5,Elementary,554,424,76.53%,Challenging School
3017,Kennewick,3267,Highlands Middle School,6-8,8,Middle,745,606,81.34%,Challenging School
3017,Kennewick,4429,Horse Heaven Hills Middle School,6-8,8,Middle,806,400,49.63%,Not eligible - Poverty below threshold
3017,Kennewick,3731,Kamiakin High School,9-12,12,High,"1,739",621,35.71%,Not eligible - Poverty below threshold
3017,Kennewick,2000,Keewaydin Discovery Center,PK-PK,PK,Elementary,135,60,44.44%,Not eligible - Poverty below threshold
3017,Kennewick,2826,Kennewick High School,9-12,12,High,"1,637","1,148",70.13%,Challenging School
3017,Kennewick,1884,Legacy High School,7-12,12,High,226,139,61.50%,Challenging School
3017,Kennewick,4181,Lincoln Elementary School,K-5,5,Elementary,591,371,62.77%,Not eligible - Poverty below threshold
3017,Kennewick,1941,Mid-Columbia Parent Partnership,K-12,12,High,325,76,23.38%,Not eligible - Poverty below threshold
3017,Kennewick,3472,Park Middle School,6-8,8,Middle,738,681,92.28%,Challenging School
3017,Kennewick,5106,Phoenix High School,9-12,12,High,57,41,71.93%,Challenging School
3017,Kennewick,4446,Ridge View Elementary School,K-5,5,Elementary,617,136,22.04%,Not eligible - Poverty below threshold
3017,Kennewick,5438,Sage Crest Elementary,K-5,5,Elementary,485,199,41.03%,Not eligible - Poverty below threshold
3017,Kennewick,4073,Southgate Elementary School,K-5,5,Elementary,496,288,58.06%,Not eligible - Poverty below threshold
3017,Kennewick,4484,Southridge High School,9-12,12,High,"1,709",829,48.51%,Not eligible - Poverty below threshold
3017,Kennewick,4136,Sunset View Elementary School,K-5,5,Elementary,565,251,44.42%,Not eligible - Poverty below threshold
3017,Kennewick,3369,Vista Elementary School,K-5,5,Elementary,570,413,72.46%,Challenging School
3017,Kennewick,3144,Washington Elementary School,K-5,5,Elementary,486,395,81.28%,Challenging School
3017,Kennewick,2825,Westgate Elementary School,K-5,5,Elementary,504,436,86.51%,Challenging School
17415,Kent,5150,Birth to Age 2,PK-PK,PK,Elementary,162,0,0.00%,Not eligible - Poverty below threshold
17415,Kent,4353,Carriage Crest Elementary School,PK-6,6,Elementary,472,109,23.09%,Not eligible - Poverty below threshold
17415,Kent,4440,Cedar Heights Middle School,7-8,8,Middle,663,285,42.99%,Not eligible - Poverty below threshold
17415,Kent,3676,Cedar Valley Elementary School,PK-6,6,Elementary,284,166,58.45%,Not eligible - Poverty below threshold
17415,Kent,3388,Covington Elementary School,PK-6,6,Elementary,575,251,43.65%,Not eligible - Poverty below threshold
17415,Kent,4126,Crestwood Elementary School,K-6,6,Elementary,485,135,27.84%,Not eligible - Poverty below threshold
17415,Kent,2851,East Hill Elementary School,PK-6,6,Elementary,552,361,65.40%,Not eligible - Poverty below threshold
17415,Kent,4545,Emerald Park Elementary School,K-6,6,Elementary,486,244,50.21%,Not eligible - Poverty below threshold
17415,Kent,3678,Fairwood Elementary School,PK-6,6,Elementary,372,136,36.56%,Not eligible - Poverty below threshold
17415,Kent,4413,George T. Daniel Elementary School,PK-6,6,Elementary,532,370,69.55%,Not eligible - Poverty below threshold
17415,Kent,4489,Glenridge Elementary,K-6,6,Elementary,461,241,52.28%,Not eligible - Poverty below threshold
17415,Kent,3708,Grass Lake Elementary School,K-6,6,Elementary,407,109,26.78%,Not eligible - Poverty below threshold
17415,Kent,4345,Horizon Elementary School,PK-6,6,Elementary,467,222,47.54%,Not eligible - Poverty below threshold
17415,Kent,5275,iGrad,9-12,12,High,375,160,42.67%,Not eligible - Poverty below threshold
17415,Kent,4301,Jenkins Creek Elementary School,PK-6,6,Elementary,426,186,43.66%,Not eligible - Poverty below threshold
17415,Kent,4520,Kent Elementary School,PK-6,6,Elementary,735,500,68.03%,Not eligible - Poverty below threshold
17415,Kent,3014,Kent Mountain View Academy,3-12,12,High,302,67,22.19%,Not eligible - Poverty below threshold
17415,Kent,5098,Kent Phoenix Academy,9-12,12,High,278,141,50.72%,Challenging School
17415,Kent,4492,Kentlake High School,9-12,12,High,"1,504",585,38.90%,Not eligible - Poverty below threshold
17415,Kent,2797,Kent-Meridian High School,9-12,12,High,"2,083","1,458",70.00%,Challenging School
17415,Kent,3640,Kentridge High School,9-12,12,High,"2,263",754,33.32%,Not eligible - Poverty below threshold
